,LOC,ZC,CITY,road,state,LAT,LONG
766,Club/Bar/Restaurant,10029.0,New York,Manhattan,NY,40.79756979,-73.93910248
767,Club/Bar/Restaurant,10003.0,New York,Manhattan,NY,40.72639229,-73.98988711
768,Club/Bar/Restaurant,10003.0,New York,Manhattan,NY,40.73288601,-73.98624181
769,Club/Bar/Restaurant,11211.0,,Brooklyn,NY,40.71346027,-73.95874828
770,Club/Bar/Restaurant,11106.0,Astoria,Queens,NY,40.76115715,-73.92366432
771,Club/Bar/Restaurant,10023.0,New York,Manhattan,NY,40.77638923,-73.97952074
772,Club/Bar/Restaurant,11103.0,Astoria,Queens,NY,40.7669823,-73.91689597
773,Club/Bar/Restaurant,10304.0,Staten Island,Staten Island,NY,40.62553848,-74.07577709
774,Club/Bar/Restaurant,11433.0,Jamaica,Queens,NY,40.70789309,-73.78672142
775,Club/Bar/Restaurant,11211.0,,Brooklyn,NY,40.71472927,-73.94180064
776,Club/Bar/Restaurant,10025.0,New York,Manhattan,NY,40.79976023,-73.96620747
777,Club/Bar/Restaurant,10002.0,New York,Manhattan,NY,40.7189536,-73.98611482
778,Club/Bar/Restaurant,10014.0,New York,Manhattan,NY,40.7293296,-74.00235605
779,Club/Bar/Restaurant,10470.0,Bronx,Bronx,NY,40.8985862,-73.86738879
780,Club/Bar/Restaurant,11432.0,Jamaica,Queens,NY,40.7118486,-73.78986498
781,Club/Bar/Restaurant,11422.0,Rosedale,Queens,NY,40.67413839,-73.72954485
782,Club/Bar/Restaurant,11385.0,Ridgewood,Queens,NY,40.69645621,-73.90014263
783,Club/Bar/Restaurant,11216.0,,Brooklyn,NY,40.68315344,-73.95385989
784,Club/Bar/Restaurant,11203.0,,Brooklyn,NY,40.65232958,-73.92727379
785,Club/Bar/Restaurant,10014.0,New York,Manhattan,NY,40.73853272,-74.00387196
786,Club/Bar/Restaurant,11377.0,Woodside,Queens,NY,40.74279466,-73.91560894
787,Club/Bar/Restaurant,10457.0,Bronx,Bronx,NY,40.8512885,-73.89878603
788,Club/Bar/Restaurant,10467.0,Bronx,Bronx,NY,40.87639511,-73.87964798
789,Club/Bar/Restaurant,10036.0,New York,Manhattan,NY,40.76038872,-73.98934771
790,Club/Bar/Restaurant,11237.0,,Brooklyn,NY,40.70640957,-73.92261612
791,Club/Bar/Restaurant,10040.0,New York,Manhattan,NY,40.86265183,-73.92846821
792,Club/Bar/Restaurant,11205.0,,Brooklyn,NY,40.69639887,-73.9674968
793,Club/Bar/Restaurant,10034.0,New York,Manhattan,NY,40.86553576,-73.9272684
794,Club/Bar/Restaurant,11221.0,,Brooklyn,NY,40.6896471,-73.91839865
795,Club/Bar/Restaurant,11206.0,,Brooklyn,NY,40.70733558,-73.94320295
796,Club/Bar/Restaurant,10025.0,New York,Manhattan,NY,40.80000172,-73.96604481
797,Club/Bar/Restaurant,10001.0,New York,Manhattan,NY,40.74550121,-73.98925987
798,Club/Bar/Restaurant,11435.0,Jamaica,Queens,NY,40.70223509,-73.81128232
799,Club/Bar/Restaurant,10024.0,Nyc,Manhattan,NY,40.78873125,-73.97426256
800,Club/Bar/Restaurant,11385.0,Ridgewood,Queens,NY,40.70405345,-73.90977549
